GameID	LineNumber	TimeRemaining	Entry
20111225BOSNYK	38	00:42:59	[BOS] Pavlovic Substitution replaced by Daniels
20111225BOSNYK	39	00:42:59	[BOS] O'Neal Substitution replaced by Bass
20111225BOSNYK	44	00:42:55	[BOS 10-17] Allen Free Throw Technical (1 PTS)
20111225BOSNYK	43	00:42:55	[NYK] Stoudemire Technical
20111225BOSNYK	42	00:42:55	[NYK 17-9] Anthony Free Throw 1 of 1 (3 PTS)
20111225BOSNYK	41	00:42:55	[BOS] Daniels Foul: Shooting (1 PF)
20111225BOSNYK	40	00:42:55	[NYK 16-9] Anthony Jump Shot: Made (2 PTS) Assist: Fields (2 AST)
20111225BOSNYK	45	00:42:32	[BOS] Rondo Jump Shot: Missed
20111225BOSNYK	46	00:42:30	[NYK] Anthony Rebound (Off:1 Def:3)
20111225BOSNYK	47	00:42:24	[NYK] Fields Jump Shot: Missed
20111225BOSNYK	48	00:42:22	[BOS] Bass Rebound (Off:0 Def:1)
20111225BOSNYK	49	00:42:17	[NYK] Stoudemire Foul: Shooting (1 PF)
20111225BOSNYK	50	00:42:17	[BOS 11-17] Rondo Free Throw 1 of 2 (8 PTS)
20111225BOSNYK	51	00:42:17	[BOS] Garnett Substitution replaced by Wilcox
20111225BOSNYK	52	00:42:17	[BOS 12-17] Rondo Free Throw 2 of 2 (9 PTS)
20111225BOSNYK	53	00:42:04	[NYK 19-12] Fields Layup Shot: Made (5 PTS) Assist: Chandler (1 AST)
20111225BOSNYK	54	00:41:49	[BOS] Bass Jump Shot: Missed
20111225BOSNYK	55	00:41:48	[NYK] Anthony Rebound (Off:1 Def:4)
20111225BOSNYK	56	00:41:43	[NYK] Anthony 3pt Shot: Missed
20111225BOSNYK	61	00:41:42	[NYK] Douglas Substitution replaced by Shumpert
20111225BOSNYK	60	00:41:42	[NYK] Stoudemire Substitution replaced by Jeffries
20111225BOSNYK	59	00:41:42	[NYK] Team Timeout : Regular
20111225BOSNYK	58	00:41:42	[BOS] Bass Foul: Personal (1 PF)
20111225BOSNYK	57	00:41:42	[NYK] Team Rebound
20111225BOSNYK	62	00:41:24	[NYK] Shumpert 3pt Shot: Missed
20111225BOSNYK	63	00:41:22	[BOS] Daniels Rebound (Off:0 Def:1)
20111225BOSNYK	64	00:41:01	[BOS 14-19] Bass Jump Shot: Made (2 PTS) Assist: Allen (1 AST)
20111225BOSNYK	65	00:40:36	[NYK] Shumpert Driving Jump shot: Missed
20111225BOSNYK	68	00:40:35	[NYK] Fields Substitution replaced by Walker
20111225BOSNYK	67	00:40:35	[BOS] Allen Substitution replaced by Dooling
20111225BOSNYK	66	00:40:35	[NYK] Team Rebound
20111225BOSNYK	69	00:40:18	[NYK] Walker Turnover : Traveling (1 TO)
20111225BOSNYK	70	00:40:05	[BOS] Bass Jump Shot: Missed Block: Chandler (1 BLK)
20111225BOSNYK	71	00:40:02	[BOS] Wilcox Rebound (Off:1 Def:0)
20111225BOSNYK	72	00:39:58	[BOS] Rondo Jump Shot: Missed Block: Chandler (2 BLK)
20111225BOSNYK	73	00:39:56	[BOS] Wilcox Rebound (Off:2 Def:0)
20111225BOSNYK	74	00:39:50	[BOS 16-19] Wilcox Turnaround Jump Shot: Made (2 PTS) Assist: Daniels (1 AST)
20111225BOSNYK	78	00:39:37	[NYK 21-16] Anthony Free Throw 2 of 2 (5 PTS)
20111225BOSNYK	77	00:39:37	[NYK] Chandler Substitution replaced by Harrellson
20111225BOSNYK	76	00:39:37	[NYK 20-16] Anthony Free Throw 1 of 2 (4 PTS)
20111225BOSNYK	75	00:39:37	[BOS] Bass Foul: Shooting (2 PF)
20111225BOSNYK	79	00:39:24	[BOS] Daniels Driving Jump shot: Missed Block: Jeffries (1 BLK)
20111225BOSNYK	80	00:39:22	[NYK] Shumpert Rebound (Off:0 Def:1)
20111225BOSNYK	83	00:39:17	[NYK 24-16] Shumpert Free Throw 1 of 1 (3 PTS)
20111225BOSNYK	82	00:39:17	[BOS] Dooling Foul: Shooting (1 PF)
20111225BOSNYK	81	00:39:17	[NYK 23-16] Shumpert Driving Layup Shot: Made (2 PTS)
20111225BOSNYK	84	00:39:02	[BOS] Rondo Substitution replaced by Bradley
20111225BOSNYK	85	00:39:02	[BOS] Bass Substitution replaced by Garnett
20111225BOSNYK	86	00:39:01	[BOS] Dooling Turnover : Backcourt Turnover (1 TO)
20111225BOSNYK	87	00:38:50	[NYK] Harrellson Turnover : Out of Bounds Lost Ball Turnover (1 TO)
20111225BOSNYK	88	00:38:50	[BOS] Team Timeout : Regular
20111225BOSNYK	91	00:38:30	[BOS 18-24] Dooling Free Throw 2 of 2 (2 PTS)
20111225BOSNYK	90	00:38:30	[BOS 17-24] Dooling Free Throw 1 of 2 (1 PTS)
20111225BOSNYK	89	00:38:30	[NYK] Walker Foul: Shooting (1 PF)
20111225BOSNYK	92	00:38:20	[BOS] Dooling Foul: Shooting (2 PF)
20111225BOSNYK	93	00:38:20	[NYK 25-18] Shumpert Free Throw 1 of 2 (4 PTS)
20111225BOSNYK	94	00:38:20	[NYK 26-18] Shumpert Free Throw 2 of 2 (5 PTS)
20111225BOSNYK	95	00:38:06	[BOS] Garnett Turnover : Traveling (1 TO)
20111225BOSNYK	96	00:37:53	[NYK] Anthony 3pt Shot: Missed
20111225BOSNYK	97	00:37:51	[NYK] Jeffries Rebound (Off:1 Def:0)
20111225BOSNYK	98	00:37:50	[NYK] Jeffries Jump Shot: Missed Block: Garnett (1 BLK)
20111225BOSNYK	99	00:37:47	[BOS] Wilcox Rebound (Off:2 Def:1)
20111225BOSNYK	100	00:37:46	[BOS] Wilcox Turnover : Lost Ball (1 TO) Steal:Anthony (1 ST)
20111225BOSNYK	101	00:37:43	[NYK 28-18] Anthony Layup Shot: Made (7 PTS)
20111225BOSNYK	102	00:37:25	[BOS] Bradley Jump Shot: Missed
20111225BOSNYK	103	00:37:24	[NYK] Team Rebound
20111225BOSNYK	104	00:37:11	[BOS] Wilcox Foul: Shooting (1 PF)
20111225BOSNYK	105	00:37:11	[NYK 29-18] Anthony Free Throw 1 of 2 (8 PTS)
20111225BOSNYK	106	00:37:11	[NYK 30-18] Anthony Free Throw 2 of 2 (9 PTS)
20111225BOSNYK	109	00:37:07	[BOS 20-30] Dooling Free Throw 2 of 2 (4 PTS)
20111225BOSNYK	108	00:37:07	[BOS 19-30] Dooling Free Throw 1 of 2 (3 PTS)
20111225BOSNYK	107	00:37:07	[NYK] Walker Foul: Personal (2 PF)
20111225BOSNYK	110	00:36:48	[NYK 32-20] Jeffries Jump Shot: Made (2 PTS) Assist: Harrellson (1 AST)
20111225BOSNYK	111	00:36:36	[NYK] Walker Foul: Personal (3 PF)
20111225BOSNYK	112	00:36:36	[BOS 21-32] Garnett Free Throw 1 of 2 (3 PTS)
20111225BOSNYK	113	00:36:36	[NYK] Walker Substitution replaced by Balkman
20111225BOSNYK	114	00:36:36	[BOS 22-32] Garnett Free Throw 2 of 2 (4 PTS)
20111225BOSNYK	115	00:36:22	[NYK] Shumpert Driving Jump shot: Missed
20111225BOSNYK	116	00:36:20	[NYK] Shumpert Rebound (Off:1 Def:1)
20111225BOSNYK	117	00:36:19	[NYK 34-22] Shumpert Hook Bank Shot: Made (7 PTS)
20111225BOSNYK	118	00:36:06	[NYK] Balkman Foul: Personal (1 PF)
20111225BOSNYK	119	00:36:06	[BOS 23-34] Garnett Free Throw 1 of 2 (5 PTS)
20111225BOSNYK	120	00:36:06	[BOS] Dooling Substitution replaced by Rondo
20111225BOSNYK	121	00:36:06	[BOS] Garnett Free Throw 2 of 2 Missed
20111225BOSNYK	122	00:36:05	[NYK] Harrellson Rebound (Off:0 Def:1)
20111225BOSNYK	123	00:36:00	[NYK] Shumpert Running Jump Shot: Missed
20111225BOSNYK	124	00:36:00	[NYK] Team Rebound
20111225BOSNYK	125	00:36:00	End of 1st Quarter
20111225BOSNYK	126	00:35:50	[NYK] Shumpert Turnover : Lost Ball (1 TO) Steal:Rondo (3 ST)
20111225BOSNYK	127	00:35:47	[BOS 25-34] Rondo Layup Shot: Made (11 PTS) Assist: Daniels (2 AST)
20111225BOSNYK	128	00:35:31	[NYK] Douglas Jump Shot: Missed
20111225BOSNYK	129	00:35:29	[BOS] Daniels Rebound (Off:0 Def:2)
20111225BOSNYK	130	00:35:16	[BOS 27-34] Wilcox Slam Dunk Shot: Made (4 PTS) Assist: Daniels (3 AST)
20111225BOSNYK	131	00:34:49	[NYK] Stoudemire Jump Shot: Missed
20111225BOSNYK	132	00:34:48	[NYK] Balkman Rebound (Off:1 Def:0)
20111225BOSNYK	133	00:34:48	[BOS] Daniels Foul: Loose Ball (2 PF)
20111225BOSNYK	135	00:34:37	[NYK] Team Rebound
20111225BOSNYK	134	00:34:37	[NYK] Douglas Jump Shot: Missed Block: Wilcox (1 BLK)
20111225BOSNYK	136	00:34:32	[NYK 36-27] Balkman Layup Shot: Made (2 PTS) Assist: Stoudemire (1 AST)
20111225BOSNYK	137	00:34:16	[BOS 29-36] Garnett Jump Shot: Made (7 PTS) Assist: Rondo (2 AST)
20111225BOSNYK	138	00:34:05	[NYK] Shumpert Dunk Shot: Missed
20111225BOSNYK	139	00:34:03	[NYK] Balkman Rebound (Off:2 Def:0)
20111225BOSNYK	140	00:33:58	[NYK 38-29] Stoudemire Finger Roll Layup Shot: Made (7 PTS) Assist: Balkman (1 AST)
20111225BOSNYK	141	00:33:47	[BOS] Daniels Jump Shot: Missed
20111225BOSNYK	142	00:33:44	[NYK] Shumpert Rebound (Off:1 Def:2)
20111225BOSNYK	143	00:33:36	[NYK 41-29] Stoudemire 3pt Shot: Made (10 PTS) Assist: Douglas (2 AST)
20111225BOSNYK	144	00:33:15	[BOS] Daniels Substitution replaced by Allen
20111225BOSNYK	145	00:33:15	[BOS] Wilcox Substitution replaced by Pavlovic
20111225BOSNYK	146	00:33:15	[BOS] Bradley Substitution replaced by O'Neal
20111225BOSNYK	147	00:33:15	[NYK]Double Technical - Douglas, Allen
20111225BOSNYK	148	00:33:12	[BOS] Allen 3pt Shot: Missed
20111225BOSNYK	149	00:33:10	[NYK] Balkman Rebound (Off:2 Def:1)
20111225BOSNYK	150	00:33:04	[BOS] O'Neal Foul: Personal (2 PF)
20111225BOSNYK	151	00:32:55	[NYK 43-29] Douglas Floating Jump shot: Made (7 PTS)
20111225BOSNYK	152	00:32:36	[BOS] Allen Turnover : Bad Pass (3 TO) Steal:Douglas (1 ST)
20111225BOSNYK	153	00:32:33	[NYK 45-29] Douglas Driving Layup Shot: Made (9 PTS)
20111225BOSNYK	156	00:32:20	[NYK] Jeffries Substitution replaced by Chandler
20111225BOSNYK	154	00:32:20	[NYK] Jeffries Foul: Personal (1 PF)
20111225BOSNYK	157	00:32:10	[BOS 31-45] O'Neal Layup Shot: Made (2 PTS) Assist: Garnett (1 AST)
20111225BOSNYK	158	00:32:10	[NYK] Balkman Foul: Shooting (2 PF)
20111225BOSNYK	159	00:32:10	[BOS 32-45] O'Neal Free Throw 1 of 1 (3 PTS)
20111225BOSNYK	164	00:31:53	[NYK 47-32] Shumpert Free Throw 2 of 2 (9 PTS)
20111225BOSNYK	163	00:31:53	[NYK] Balkman Substitution replaced by Fields
20111225BOSNYK	162	00:31:53	[BOS] O'Neal Substitution replaced by Bass
20111225BOSNYK	161	00:31:53	[NYK 46-32] Shumpert Free Throw 1 of 2 (8 PTS)
20111225BOSNYK	160	00:31:53	[BOS] O'Neal Foul: Shooting (3 PF)
20111225BOSNYK	165	00:31:41	[BOS] Rondo Turnover : Lost Ball (1 TO) Steal:Stoudemire (2 ST)
20111225BOSNYK	166	00:31:31	[BOS] Pavlovic Foul: Shooting (2 PF)
20111225BOSNYK	167	00:31:31	[NYK 48-32] Chandler Free Throw 1 of 2 (2 PTS)
20111225BOSNYK	168	00:31:31	[NYK 49-32] Chandler Free Throw 2 of 2 (3 PTS)
20111225BOSNYK	169	00:31:17	[BOS] Garnett Jump Shot: Missed
20111225BOSNYK	170	00:31:15	[NYK] Stoudemire Rebound (Off:0 Def:3)
20111225BOSNYK	171	00:31:03	[NYK] Shumpert Jump Shot: Missed
20111225BOSNYK	172	00:31:01	[BOS] Rondo Rebound (Off:0 Def:1)
20111225BOSNYK	173	00:30:50	[BOS 34-49] Bass Jump Bank Shot: Made (4 PTS)
20111225BOSNYK	174	00:30:32	[NYK] Douglas 3pt Shot: Missed
20111225BOSNYK	175	00:30:30	[BOS] Bass Rebound (Off:0 Def:2)
20111225BOSNYK	176	00:30:13	[BOS 36-49] Allen Driving Layup Shot: Made (3 PTS) Assist: Garnett (2 AST)
20111225BOSNYK	177	00:29:54	[NYK] Shumpert Driving Layup Shot: Missed
20111225BOSNYK	178	00:29:53	[BOS] Pavlovic Rebound (Off:0 Def:1)
20111225BOSNYK	179	00:29:49	[BOS 38-49] Bass Driving Slam Dunk Shot: Made (6 PTS) Assist: Rondo (3 AST)
20111225BOSNYK	180	00:29:47	[NYK] Team Timeout : Regular
20111225BOSNYK	181	00:29:47	[NYK] Shumpert Substitution replaced by Anthony
20111225BOSNYK	182	00:29:24	[NYK 51-38] Stoudemire Layup Shot: Made (12 PTS)
20111225BOSNYK	183	00:28:56	[BOS 40-51] Bass Jump Shot: Made (8 PTS) Assist: Garnett (3 AST)
20111225BOSNYK	184	00:28:37	[NYK] Stoudemire Turnover : Lost Ball (1 TO) Steal:Bass (1 ST)
20111225BOSNYK	185	00:28:32	[BOS 42-51] Rondo Driving Layup Shot: Made (13 PTS)
20111225BOSNYK	186	00:28:22	[NYK 53-42] Douglas Driving Layup Shot: Made (11 PTS)
20111225BOSNYK	187	00:28:13	[BOS 44-53] Bass Dunk Shot: Made (10 PTS) Assist: Rondo (4 AST)
20111225BOSNYK	189	00:28:05	[NYK] Stoudemire Substitution replaced by Jeffries
20111225BOSNYK	188	00:28:05	[NYK] Team Timeout : Short
20111225BOSNYK	190	00:27:56	[NYK] Anthony Jump Shot: Missed
20111225BOSNYK	191	00:27:54	[NYK] Chandler Rebound (Off:1 Def:0)
20111225BOSNYK	192	00:27:52	[NYK 56-44] Anthony 3pt Shot: Made (12 PTS) Assist: Chandler (2 AST)
20111225BOSNYK	193	00:27:37	[BOS 46-56] Rondo Driving Layup Shot: Made (15 PTS)
20111225BOSNYK	198	00:27:25	[NYK 57-46] Anthony Free Throw 2 of 2 (13 PTS)
20111225BOSNYK	197	00:27:25	[BOS] Pavlovic Substitution replaced by Daniels
20111225BOSNYK	196	00:27:25	[NYK] Team Rebound
20111225BOSNYK	195	00:27:25	[NYK] Anthony Free Throw 1 of 2 Missed
20111225BOSNYK	194	00:27:25	[BOS] Pavlovic Foul: Personal (3 PF)
20111225BOSNYK	199	00:27:12	[BOS] Daniels Jump Shot: Missed
20111225BOSNYK	200	00:27:10	[BOS] Allen Rebound (Off:1 Def:0)
20111225BOSNYK	201	00:27:05	[BOS 48-57] Rondo Jump Shot: Made (17 PTS) Assist: Daniels (4 AST)
20111225BOSNYK	203	00:26:40	[NYK] Jeffries Substitution replaced by Stoudemire
20111225BOSNYK	202	00:26:40	[BOS] Team Timeout : Regular
20111225BOSNYK	204	00:26:39	[NYK] Fields Turnover : Bad Pass (1 TO)
20111225BOSNYK	205	00:26:28	[NYK] Douglas Foul: Personal (2 PF)
20111225BOSNYK	206	00:26:24	[NYK] Douglas Foul: Personal (3 PF)
20111225BOSNYK	207	00:26:24	[NYK] Douglas Substitution replaced by Shumpert
20111225BOSNYK	208	00:26:14	[BOS] Daniels Jump Shot: Missed
20111225BOSNYK	209	00:26:12	[NYK] Stoudemire Rebound (Off:0 Def:4)
20111225BOSNYK	210	00:26:08	[NYK] Shumpert Driving Layup Shot: Missed Block: Daniels (1 BLK)
20111225BOSNYK	211	00:26:08	[NYK] Team Rebound
20111225BOSNYK	212	00:26:00	[NYK 59-48] Anthony Fadeaway Jump Shot: Made (15 PTS)
20111225BOSNYK	213	00:25:45	[BOS] Rondo Jump Shot: Missed Block: Chandler (3 BLK)
20111225BOSNYK	214	00:25:43	[NYK] Shumpert Rebound (Off:1 Def:3)
20111225BOSNYK	215	00:25:39	[NYK 61-48] Anthony Jump Shot: Made (17 PTS) Assist: Shumpert (1 AST)
20111225BOSNYK	216	00:25:19	[BOS] Bass Jump Shot: Missed
20111225BOSNYK	217	00:25:17	[NYK] Anthony Rebound (Off:1 Def:5)
20111225BOSNYK	218	00:25:09	[NYK] Shumpert Driving Layup Shot: Missed
20111225BOSNYK	219	00:25:07	[BOS] Bass Rebound (Off:0 Def:3)
20111225BOSNYK	220	00:25:04	[NYK] Anthony Foul: Shooting (2 PF)
20111225BOSNYK	221	00:25:04	[BOS 49-61] Rondo Free Throw 1 of 2 (18 PTS)
20111225BOSNYK	222	00:25:04	[BOS 50-61] Rondo Free Throw 2 of 2 (19 PTS)
20111225BOSNYK	223	00:24:56	[NYK] Shumpert Turnover : Lost Ball (2 TO) Steal:Rondo (4 ST)
20111225BOSNYK	224	00:24:53	[BOS] Garnett Turnover : Bad Pass (2 TO)
20111225BOSNYK	225	00:24:52	[BOS] Garnett Foul: Loose Ball (1 PF)
20111225BOSNYK	226	00:24:52	[NYK 62-50] Chandler Free Throw 1 of 2 (4 PTS)
20111225BOSNYK	227	00:24:52	[NYK] Chandler Free Throw 2 of 2 Missed
20111225BOSNYK	228	00:24:51	[BOS] Bass Rebound (Off:0 Def:4)
20111225BOSNYK	230	00:24:50	[NYK]Jump Ball Anthony vs Bass (Fields gains possession)
20111225BOSNYK	229	00:24:50	[BOS] Bass Turnover : Lost Ball (1 TO) Steal:Anthony (2 ST)
20111225BOSNYK	231	00:24:46	[NYK] Fields 3pt Shot: Missed
20111225BOSNYK	237	00:24:45	[BOS] Garnett Free Throw 2 of 2 Missed
20111225BOSNYK	236	00:24:45	[NYK] Stoudemire Substitution replaced by Jeffries
20111225BOSNYK	235	00:24:45	[BOS] Team Rebound
20111225BOSNYK	234	00:24:45	[BOS] Garnett Free Throw 1 of 2 Missed
20111225BOSNYK	233	00:24:45	[NYK] Stoudemire Foul: Loose Ball (2 PF)
20111225BOSNYK	232	00:24:45	[BOS] Team Rebound
20111225BOSNYK	238	00:24:44	[NYK] Anthony Rebound (Off:1 Def:6)
20111225BOSNYK	239	00:24:33	[NYK] Anthony Turnover : Bad Pass (2 TO) Steal:Daniels (1 ST)
20111225BOSNYK	240	00:24:29	[BOS] Rondo Layup Shot: Missed Block: Chandler (4 BLK)
20111225BOSNYK	241	00:24:27	[BOS] Allen Rebound (Off:2 Def:0)
20111225BOSNYK	243	00:24:26	[BOS 52-62] Allen Layup Shot: Made (5 PTS)
20111225BOSNYK	242	00:24:26	[NYK] Chandler Violation:Defensive Goaltending
20111225BOSNYK	244	00:24:05	[NYK] Anthony Jump Shot: Missed
20111225BOSNYK	245	00:24:04	[BOS] Rondo Rebound (Off:0 Def:2)
20111225BOSNYK	246	00:24:03	[BOS] Team Timeout : Short
20111225BOSNYK	247	00:24:03	[BOS] Garnett Substitution replaced by Moore
20111225BOSNYK	248	00:24:03	[BOS] Bass Substitution replaced by Bradley
20111225BOSNYK	252	00:24:00	End of 2nd Quarter
20111225BOSNYK	251	00:24:00	[BOS] Moore Substitution replaced by Bass
20111225BOSNYK	250	00:24:00	[BOS] Rondo Turnover : Foul (2 TO)
20111225BOSNYK	249	00:24:00	[BOS] Rondo Foul: Offensive (1 PF)
20111225BOSNYK	253	00:23:41	[BOS] Garnett Foul: Shooting (2 PF)
20111225BOSNYK	254	00:23:41	[NYK 63-52] Stoudemire Free Throw 1 of 2 (13 PTS)
20111225BOSNYK	255	00:23:41	[NYK] Stoudemire Free Throw 2 of 2 Missed
20111225BOSNYK	256	00:23:40	[BOS] Garnett Rebound (Off:0 Def:2)
20111225BOSNYK	257	00:23:26	[BOS] Rondo Turnover : Lost Ball (3 TO) Steal:Douglas (2 ST)
20111225BOSNYK	258	00:23:24	[BOS] Garnett Foul: Shooting (3 PF)
20111225BOSNYK	259	00:23:24	[NYK] Douglas Free Throw 1 of 2 Missed
20111225BOSNYK	260	00:23:24	[NYK] Team Rebound
20111225BOSNYK	261	00:23:24	[NYK 64-52] Douglas Free Throw 2 of 2 (12 PTS)
20111225BOSNYK	264	00:23:10	[BOS] O'Neal Free Throw 2 of 2 Missed
20111225BOSNYK	263	00:23:10	[BOS 53-64] O'Neal Free Throw 1 of 2 (4 PTS)
20111225BOSNYK	262	00:23:10	[NYK] Anthony Foul: Shooting (3 PF)
20111225BOSNYK	265	00:23:08	[NYK] Stoudemire Rebound (Off:0 Def:5)
20111225BOSNYK	266	00:22:57	[BOS] Allen Foul: Personal (1 PF)
20111225BOSNYK	267	00:22:49	[NYK] Chandler Alley Oop Dunk Shot: Missed
20111225BOSNYK	268	00:22:48	[NYK] Fields Rebound (Off:1 Def:0)
20111225BOSNYK	269	00:22:45	[NYK] Fields Layup Shot: Missed
20111225BOSNYK	270	00:22:44	[BOS] Garnett Rebound (Off:0 Def:3)
20111225BOSNYK	271	00:22:39	[BOS 55-64] Allen Driving Layup Shot: Made (7 PTS) Assist: Rondo (5 AST)
20111225BOSNYK	272	00:22:24	[NYK 67-55] Anthony 3pt Shot: Made (20 PTS)
20111225BOSNYK	273	00:22:04	[BOS 57-67] Garnett Jump Shot: Made (9 PTS) Assist: Pavlovic (1 AST)
20111225BOSNYK	274	00:21:52	[NYK] Anthony 3pt Shot: Missed
20111225BOSNYK	275	00:21:50	[BOS] Garnett Rebound (Off:0 Def:4)
20111225BOSNYK	276	00:21:43	[BOS] Garnett Jump Shot: Missed
20111225BOSNYK	277	00:21:41	[NYK] Anthony Rebound (Off:1 Def:7)
20111225BOSNYK	278	00:21:29	[NYK] Douglas Jump Shot: Missed
20111225BOSNYK	279	00:21:27	[BOS] Allen Rebound (Off:2 Def:1)
20111225BOSNYK	280	00:21:24	[BOS 59-67] Rondo Driving Layup Shot: Made (21 PTS) Assist: Allen (2 AST)
20111225BOSNYK	281	00:21:05	[NYK] Douglas Jump Shot: Missed
20111225BOSNYK	282	00:21:03	[BOS] O'Neal Rebound (Off:0 Def:2)
20111225BOSNYK	283	00:20:56	[BOS] Rondo Layup Shot: Missed Block: Stoudemire (1 BLK)
20111225BOSNYK	284	00:20:55	[NYK] Chandler Rebound (Off:1 Def:1)
20111225BOSNYK	285	00:20:51	[NYK] Douglas 3pt Shot: Missed
20111225BOSNYK	286	00:20:49	[BOS] Garnett Rebound (Off:0 Def:5)
20111225BOSNYK	292	00:20:41	[BOS 60-67] Rondo Free Throw 2 of 2 (22 PTS)
20111225BOSNYK	291	00:20:41	[BOS] Pavlovic Substitution replaced by Daniels
20111225BOSNYK	290	00:20:41	[NYK] Douglas Substitution replaced by Shumpert
20111225BOSNYK	289	00:20:41	[BOS] Team Rebound
20111225BOSNYK	288	00:20:41	[BOS] Rondo Free Throw 1 of 2 Missed
20111225BOSNYK	287	00:20:41	[NYK] Douglas Foul: Personal (4 PF)
20111225BOSNYK	293	00:20:28	[NYK] Anthony Turnover : Bad Pass (3 TO) Steal:Rondo (5 ST)
20111225BOSNYK	294	00:20:26	[BOS 62-67] Rondo Driving Layup Shot: Made (24 PTS)
20111225BOSNYK	297	00:20:12	[NYK] Anthony Substitution replaced by Walker
20111225BOSNYK	296	00:20:12	[NYK] Anthony Turnover : Foul (4 TO)
20111225BOSNYK	295	00:20:12	[NYK] Anthony Foul: Offensive (4 PF)
20111225BOSNYK	298	00:20:01	[BOS 64-67] Allen Jump Shot: Made (9 PTS) Assist: Rondo (6 AST)
20111225BOSNYK	299	00:19:47	[NYK 69-64] Fields Floating Jump shot: Made (7 PTS)
20111225BOSNYK	300	00:19:31	[BOS 67-69] Allen 3pt Shot: Made (12 PTS) Assist: Rondo (7 AST)
20111225BOSNYK	301	00:19:18	[NYK] Shumpert Driving Layup Shot: Missed Block: O'Neal (1 BLK)
20111225BOSNYK	302	00:19:15	[BOS] Daniels Rebound (Off:0 Def:3)
20111225BOSNYK	303	00:19:13	[BOS 69-69] Rondo Driving Layup Shot: Made (26 PTS) Assist: Daniels (5 AST)
20111225BOSNYK	304	00:19:11	[NYK] Team Timeout : Regular
20111225BOSNYK	305	00:18:54	[BOS] Rondo Foul: Personal (2 PF)
